Price,Location,Square_Feet,Bedrooms,Bathrooms,Year_Built,Lot_Size,Neighborhood,City
520188,Central,1676,3,2,1992,6606,Greenwood,Portland
405927,Northeast,2061,3,3,2004,4384,Hawthorne,San Francisco
530289,Southwest,2217,4,1,2004,4934,Brighton,San Jose
289591,Northwest,1465,4,2,1996,5981,Greenwood,San Francisco
263729,Southwest,2755,4,3,1991,7095,Greenwood,Seattle
395556,Northeast,2256,4,3,1990,8356,Greenwood,San Francisco
430725,Northeast,2352,4,2,1989,4159,Brighton,San Francisco
397384,Northwest,2746,4,2,1996,6137,Hawthorne,San Francisco
234604,Northeast,1947,3,4,1995,5476,Capitol Hill,Seattle
392870,Southwest,2429,3,3,1999,5250,Hawthorne,San Francisco
295642,Northwest,2156,5,2,1984,5217,Greenwood,San Francisco
453573,Central,2126,3,2,2020,4265,Brighton,Portland
429327,Northwest,1891,4,2,2011,7166,Brighton,Seattle
324809,Southwest,2866,4,4,2006,3419,Hawthorne,San Francisco
358890,Northwest,2049,5,2,1983,5352,Hawthorne,Seattle
315262,Northwest,2479,3,2,2020,6997,Brighton,San Jose
394985,Southwest,1449,3,2,1986,5727,Hawthorne,San Francisco
476411,Northwest,2671,4,3,1993,4829,Capitol Hill,Seattle
321141,Northwest,2620,4,3,2018,4870,Capitol Hill,San Francisco
440323,Southwest,2238,4,3,2003,6379,Capitol Hill,San Francisco
357579,Northeast,2109,3,2,1997,5194,Greenwood,San Jose
336570,Southwest,2360,3,1,2017,5467,Hawthorne,Portland
391437,Northwest,3115,4,4,2018,6122,Brighton,Seattle
317180,Central,1494,5,4,2019,6430,Greenwood,San Francisco
355708,Central,2512,5,4,1980,4941,Brighton,San Jose
304169,Southwest,1835,3,4,1996,4134,Hawthorne,San Jose
557178,Central,2192,3,3,2005,4497,Hawthorne,Portland
402821,Northwest,2100,3,3,2001,6880,Greenwood,Portland
344021,Northwest,2028,5,3,2018,5568,Greenwood,San Jose
417118,Southwest,2195,4,3,1997,4250,Capitol Hill,San Jose
391013,Northwest,1746,3,2,2017,4566,Greenwood,Seattle
382322,Northeast,2611,2,2,2007,6664,Capitol Hill,Seattle
449133,Northwest,1482,4,4,2000,5586,Greenwood,San Jose
460600,Southwest,2415,2,2,2017,3825,Capitol Hill,San Jose
357559,Northeast,2069,4,3,2012,4397,Hawthorne,Portland
353934,Northeast,1731,4,1,2009,6652,Brighton,Seattle
377995,Central,2280,3,2,2021,4932,Hawthorne,San Jose
215846,Northwest,1577,3,2,1987,7594,Capitol Hill,Seattle
278784,Southwest,2215,5,1,2009,7415,Hawthorne,Seattle
509349,Central,1630,3,2,2018,6989,Greenwood,San Jose
531597,Central,2384,3,2,1988,5998,Greenwood,San Jose
380077,Northwest,1830,5,3,2012,6533,Brighton,San Francisco
446124,Northwest,2019,4,1,2022,5444,Brighton,Seattle
424900,Southwest,2317,4,2,2008,5470,Hawthorne,Seattle
646310,Central,1890,3,1,2010,4299,Brighton,Portland
489565,Southwest,2176,3,3,1982,5455,Greenwood,Portland
389766,Central,1594,2,3,2017,4231,Greenwood,Portland
323556,Central,2452,3,3,1990,5506,Greenwood,Seattle
271484,Central,2905,4,2,1984,4288,Capitol Hill,San Jose
416277,Northwest,3316,3,2,2010,4631,Capitol Hill,San Jose
339491,Central,2236,4,3,1999,2945,Hawthorne,San Jose
286219,Central,2515,3,3,1983,4717,Capitol Hill,Seattle
348274,Central,1487,3,2,1987,4780,Brighton,San Jose
313476,Northeast,2801,5,2,2021,5191,Greenwood,Portland
534971,Northwest,2510,3,2,2014,6690,Hawthorne,San Jose
470531,Northeast,2006,3,2,1992,5447,Capitol Hill,San Jose
399362,Northwest,2694,3,3,1984,6428,Hawthorne,Portland
518395,Southwest,2098,3,2,2019,6468,Hawthorne,San Francisco
406189,Northeast,2016,3,2,1998,6910,Brighton,San Francisco
331097,Southwest,2390,3,2,1997,4594,Brighton,San Francisco
521849,Central,1774,4,4,2012,4318,Brighton,Seattle
443112,Southwest,2608,4,3,1983,5383,Hawthorne,Seattle
317020,Southwest,1777,4,3,1997,4457,Hawthorne,Portland
384772,Southwest,1779,2,2,2003,5270,Brighton,San Francisco
329950,Southwest,1836,4,3,2022,4550,Capitol Hill,Seattle
289376,Northwest,2503,2,2,2008,4280,Greenwood,San Jose
474094,Northeast,1953,4,1,2010,5855,Brighton,San Francisco
552753,Northwest,1660,4,2,2007,7365,Capitol Hill,San Francisco
288114,Northwest,1957,3,2,1988,5249,Hawthorne,Seattle
445037,Northwest,2187,4,2,2005,5777,Hawthorne,San Francisco
347948,Southwest,1727,5,3,1981,5564,Capitol Hill,Portland
361029,Northwest,1739,4,2,1985,5465,Capitol Hill,Portland
352608,Northeast,3044,3,2,2008,6928,Hawthorne,Seattle
330880,Northwest,1855,4,2,2005,5223,Hawthorne,San Francisco
403881,Central,2070,5,2,2007,2261,Hawthorne,Portland
333523,Southwest,2053,3,1,1986,4622,Hawthorne,San Francisco
421636,Central,2031,4,2,2013,5606,Brighton,Portland
395980,Northeast,2448,2,2,1989,5393,Hawthorne,Portland
380884,Northeast,2579,2,2,2020,5270,Hawthorne,San Francisco
327394,Northeast,2077,4,2,2019,4989,Capitol Hill,Seattle
353858,Northeast,1705,4,2,2001,5585,Capitol Hill,Seattle
460431,Northwest,2709,4,2,2006,7555,Capitol Hill,Seattle
440073,Southwest,2161,5,2,2018,5173,Hawthorne,San Francisco
321795,Northeast,2892,3,2,2001,7663,Capitol Hill,San Francisco
407946,Central,1301,3,3,1998,5971,Hawthorne,San Francisco
460110,Northeast,2278,5,2,2015,4829,Hawthorne,Seattle
266447,Southwest,2967,3,2,1988,6366,Capitol Hill,San Francisco
443468,Central,2058,4,4,1998,3065,Greenwood,Seattle
346990,Central,2109,4,3,1981,5484,Brighton,Portland
445647,Central,2318,2,4,2007,6018,Brighton,Seattle
338939,Northwest,1976,3,3,2018,6031,Greenwood,Seattle
255609,Northeast,2075,4,2,2001,6137,Greenwood,San Jose
269796,Northwest,2064,5,2,1985,6224,Hawthorne,San Jose
403846,Central,1949,4,3,1986,5797,Capitol Hill,Seattle
420777,Northwest,2691,4,4,1985,6222,Brighton,San Jose
327654,Northwest,2384,3,3,2012,4940,Brighton,San Francisco
451087,Northwest,2300,3,3,1993,6676,Greenwood,San Jose
267078,Northeast,2523,3,2,1980,5039,Capitol Hill,San Jose
394713,Central,2094,3,2,2004,6656,Brighton,San Jose
303118,Central,1890,2,4,1985,5479,Brighton,Seattle
347853,Northeast,1958,3,3,2007,5718,Hawthorne,Portland
403791,Northwest,2200,3,4,1997,6382,Hawthorne,Portland
331166,Northwest,1776,3,3,2006,7006,Hawthorne,Portland
369235,Southwest,1999,2,2,1981,5540,Brighton,Portland
480503,Southwest,1993,4,2,2019,5716,Brighton,Portland
353848,Southwest,3049,4,4,2000,2917,Hawthorne,Portland
466855,Northeast,1090,2,2,2002,4630,Hawthorne,Seattle
309623,Central,2128,5,2,1981,3988,Capitol Hill,San Francisco
442384,Southwest,2890,2,2,1995,5094,Brighton,San Francisco
515325,Central,2248,5,2,1983,4832,Brighton,Portland
202268,Central,2501,2,1,2013,4708,Greenwood,San Jose
336248,Central,2239,5,3,1984,4466,Hawthorne,San Jose
446165,Northeast,1933,2,2,2013,6025,Hawthorne,Seattle
383756,Northeast,1303,4,2,2001,3709,Hawthorne,Portland
429691,Northeast,2282,3,3,1999,4408,Brighton,Portland
351681,Northeast,1889,4,2,2018,5533,Capitol Hill,San Jose
406927,Southwest,1879,3,3,1992,6469,Brighton,Portland
387545,Northwest,2000,2,2,2013,4569,Greenwood,Portland
493422,Northwest,2897,4,4,1985,6550,Greenwood,San Jose
420353,Northwest,3161,2,2,2008,2768,Capitol Hill,San Francisco
427008,Southwest,2286,5,1,2012,5502,Hawthorne,San Francisco
367049,Northwest,2014,2,3,1980,5806,Greenwood,Seattle
360991,Southwest,1729,3,3,1986,4511,Brighton,San Jose
365395,Southwest,2387,4,2,2001,4190,Greenwood,Seattle
431556,Southwest,2913,3,4,2011,5626,Greenwood,Portland
366321,Northwest,2101,3,2,1993,5464,Capitol Hill,San Jose
423181,Central,1248,4,4,2003,4688,Capitol Hill,San Francisco
566032,Northwest,2468,4,2,1998,5211,Brighton,Portland
469689,Northwest,2594,5,2,2006,4898,Hawthorne,San Francisco
373918,Northeast,1565,3,2,2002,6750,Capitol Hill,San Francisco
496097,Southwest,2270,4,2,2000,6179,Capitol Hill,Seattle
367353,Central,2380,3,2,2008,5693,Hawthorne,San Jose
236950,Northeast,2170,3,2,1980,7387,Greenwood,San Jose
319353,Central,1883,4,1,2010,6534,Brighton,San Jose
250336,Central,2606,3,2,2006,6743,Brighton,Seattle
371878,Southwest,2038,3,2,2015,7081,Greenwood,San Francisco
401473,Northwest,1605,3,3,2006,5343,Hawthorne,Seattle
534114,Southwest,1380,4,2,1994,4282,Hawthorne,San Jose
426154,Southwest,2704,5,3,2004,3716,Capitol Hill,Portland
382471,Northeast,2446,4,4,1994,6239,Hawthorne,San Jose
466352,Southwest,2235,3,3,2019,4533,Brighton,San Jose
223109,Northwest,2023,4,4,1998,8826,Brighton,San Francisco
418849,Central,1988,4,2,1990,4657,Brighton,San Jose
461669,Southwest,1769,2,2,2020,4485,Hawthorne,San Jose
281713,Central,2027,2,2,2012,6277,Greenwood,San Francisco
491500,Southwest,1351,2,2,2020,6298,Brighton,San Jose
427079,Central,1905,3,3,2002,7296,Brighton,San Jose
366776,Southwest,2075,4,2,1991,5250,Greenwood,San Francisco
450622,Northeast,2443,3,2,1981,6660,Capitol Hill,Portland
581655,Central,2184,3,3,2022,5337,Hawthorne,San Francisco
414549,Southwest,2517,5,2,2000,6045,Brighton,San Jose
419857,Southwest,2739,4,2,1993,5286,Hawthorne,Seattle
363251,Northeast,2623,4,2,2013,7413,Brighton,Portland
332012,Northeast,2388,3,4,1994,7767,Brighton,San Francisco
466426,Northeast,2204,3,3,2000,4310,Capitol Hill,Portland
331513,Central,1807,2,2,2002,6777,Greenwood,Portland
405725,Central,2495,3,2,2000,4569,Greenwood,Seattle
361787,Northeast,2871,3,1,1993,6662,Greenwood,Seattle
438318,Northwest,2336,4,2,2000,7140,Capitol Hill,Seattle
426692,Northwest,2966,2,3,1991,4538,Capitol Hill,San Jose
483003,Southwest,1589,3,2,2021,4277,Greenwood,San Francisco
359198,Northwest,1738,3,2,1984,5004,Hawthorne,San Jose
378410,Southwest,2542,4,4,1981,6667,Hawthorne,San Francisco
321698,Central,2305,4,3,2001,5975,Capitol Hill,San Jose
364456,Central,2725,4,3,1985,5251,Hawthorne,San Jose
430184,Northwest,2193,3,2,1981,6221,Greenwood,Seattle
460559,Central,1852,3,2,2008,5208,Brighton,San Jose
326226,Northeast,2114,2,2,2015,5631,Hawthorne,Seattle
469568,Northeast,1586,3,3,1986,6045,Greenwood,San Francisco
508451,Northwest,1748,5,2,1995,5977,Greenwood,Seattle
433074,Northwest,2588,5,3,2012,7190,Greenwood,Portland
550143,Southwest,2549,4,4,2012,4297,Hawthorne,Portland
338096,Central,2345,5,2,1993,6446,Brighton,San Jose
300427,Southwest,1511,4,2,2022,4559,Hawthorne,Portland
257702,Southwest,2056,2,3,1991,5095,Greenwood,San Francisco
519683,Northeast,1710,5,4,2022,5340,Greenwood,San Jose
452349,Northeast,2670,2,3,1985,5076,Greenwood,Seattle
395553,Northeast,1966,4,1,1991,4155,Capitol Hill,San Jose
422397,Northeast,1765,3,2,2010,5049,Hawthorne,San Jose
309960,Southwest,2211,3,3,1991,5772,Brighton,Portland
595660,Northeast,1943,4,3,1989,5365,Hawthorne,San Jose
410337,Central,2793,3,2,2019,6972,Greenwood,San Francisco
408751,Northeast,1906,3,2,2006,5392,Greenwood,San Jose
458061,Northeast,1640,3,3,1986,5514,Capitol Hill,Seattle
438480,Northeast,1338,3,2,2015,5682,Greenwood,Seattle
417910,Northwest,2187,5,3,2012,5367,Hawthorne,Portland
336762,Central,1975,4,1,2006,5977,Hawthorne,San Jose
437717,Central,1628,3,3,1987,4981,Hawthorne,Seattle
550561,Southwest,2675,3,3,1984,4334,Greenwood,San Jose
507633,Southwest,2466,4,2,1987,5428,Capitol Hill,San Jose
527454,Northeast,2188,3,3,2019,5884,Hawthorne,Seattle
359102,Northwest,2745,3,3,2000,5663,Brighton,San Jose
320831,Southwest,2465,3,4,2003,4611,Brighton,Portland
389937,Southwest,1870,5,2,1986,5660,Brighton,Portland
404457,Northeast,1784,3,3,1998,6178,Hawthorne,Seattle
487535,Northeast,2527,3,3,2010,5702,Capitol Hill,San Francisco
264602,Southwest,2358,3,2,2015,4789,Greenwood,San Francisco
522364,Southwest,2267,3,3,2006,5576,Capitol Hill,San Jose
387359,Central,1861,4,1,2008,7202,Greenwood,Portland
365849,Northwest,2443,3,2,2002,4462,Greenwood,Seattle
319031,Central,1897,3,2,1999,6595,Greenwood,Portland
267611,Southwest,2159,3,2,1985,3257,Greenwood,San Francisco
465853,Central,2778,3,4,1991,4954,Hawthorne,San Francisco
405865,Central,1935,4,3,1991,5069,Brighton,San Jose
296803,Southwest,1570,5,2,1982,6580,Hawthorne,Seattle
296393,Northeast,1778,3,3,2021,7272,Capitol Hill,San Jose
373137,Southwest,2597,3,2,2018,6612,Greenwood,Portland
533521,Northeast,2301,2,2,2014,6011,Hawthorne,Portland
379232,Southwest,2148,4,1,1998,6562,Hawthorne,San Francisco
279748,Southwest,1996,4,2,1983,4147,Hawthorne,San Jose
380340,Southwest,2394,3,2,2010,6393,Greenwood,Portland
378182,Northwest,1860,4,3,2021,4397,Greenwood,Portland
184249,Northeast,2322,4,2,2017,4760,Greenwood,Portland
395656,Northwest,1907,5,2,2012,5895,Hawthorne,Seattle
381525,Southwest,1840,2,2,1985,4264,Hawthorne,San Francisco
455696,Central,1945,3,2,1987,6725,Capitol Hill,San Jose
547916,Northwest,2049,2,4,2007,5501,Brighton,Portland
490125,Northeast,2180,5,1,1994,4198,Brighton,Seattle
378488,Southwest,2294,4,3,2010,7009,Greenwood,Portland
311477,Northwest,724,4,2,1987,5237,Brighton,Portland
605868,Central,1876,2,3,1985,5336,Greenwood,San Francisco
404737,Northwest,2043,3,2,2008,5279,Greenwood,Seattle
401114,Northeast,2802,3,4,2013,2582,Hawthorne,Portland
398069,Northwest,1767,4,2,1986,6758,Brighton,San Francisco
415846,Central,2265,3,2,2019,5528,Capitol Hill,Seattle
388451,Central,2798,2,4,1989,5653,Greenwood,Portland
354107,Northeast,1674,4,3,1992,6180,Greenwood,San Jose
356251,Central,2357,3,2,2001,5206,Capitol Hill,San Francisco
397379,Southwest,1879,3,4,2000,4378,Brighton,Portland
356526,Central,1998,3,3,1980,4569,Capitol Hill,Portland
342972,Southwest,1878,4,2,2020,6373,Brighton,Seattle
408514,Northwest,1907,4,2,2021,5488,Brighton,San Jose
379601,Southwest,3288,5,2,1981,6505,Brighton,San Francisco
520319,Southwest,2537,3,2,2008,6681,Brighton,Seattle
187922,Northwest,2640,5,3,1990,6387,Brighton,Portland
487320,Central,2396,5,2,2016,6756,Brighton,San Francisco
499686,Southwest,1557,4,1,1986,4788,Greenwood,Portland
234128,Central,2357,5,3,2014,6101,Hawthorne,Portland
372584,Northwest,2629,3,2,2009,5032,Greenwood,San Jose
370284,Northeast,1858,3,4,1995,4405,Greenwood,Portland
287399,Central,2586,2,4,1994,5960,Capitol Hill,San Francisco
337774,Central,2481,4,4,2019,6254,Hawthorne,Portland
311153,Northeast,2940,4,3,1999,5155,Hawthorne,San Francisco
540181,Northeast,2032,4,2,2007,5547,Hawthorne,San Jose
474854,Northwest,1760,3,2,2016,6203,Brighton,Portland
501724,Central,2055,3,2,1982,4888,Brighton,Seattle
457733,Central,2774,3,2,2008,6310,Brighton,San Francisco
309675,Northwest,1468,4,3,2016,4593,Greenwood,Portland
358038,Central,1372,3,1,1988,5907,Hawthorne,Seattle
439149,Southwest,2235,5,4,2006,4290,Hawthorne,San Francisco
302229,Southwest,2022,3,4,2011,6845,Greenwood,Seattle
457039,Southwest,2203,3,2,2018,6184,Brighton,Portland
380773,Central,2578,5,2,2010,7510,Capitol Hill,San Jose
370014,Southwest,1978,3,2,2005,4565,Hawthorne,San Jose
456876,Southwest,1450,2,3,2019,6165,Greenwood,Seattle
435541,Northwest,3017,3,3,1982,5480,Brighton,Portland
371122,Northwest,1801,2,2,1990,4033,Greenwood,Portland
492746,Northeast,1776,5,2,2008,5610,Capitol Hill,San Francisco
313514,Northeast,2641,4,2,2006,6068,Capitol Hill,Portland
449274,Northeast,2046,3,4,1989,7470,Brighton,San Jose
447448,Northeast,2174,4,2,2014,4995,Greenwood,Portland
375236,Northwest,2393,2,1,2002,5974,Brighton,San Francisco
426090,Northwest,2633,4,3,1985,5806,Greenwood,San Francisco
299910,Northwest,2066,5,3,1990,5326,Greenwood,Portland
473922,Southwest,2807,5,3,2022,5399,Capitol Hill,Portland
385207,Southwest,1345,3,2,2006,6246,Greenwood,San Francisco
358182,Northeast,2503,3,3,2010,5399,Greenwood,San Francisco
483920,Southwest,1864,2,2,2009,5264,Capitol Hill,Seattle
343652,Central,2748,4,1,1982,4993,Hawthorne,San Jose
287323,Northwest,2256,4,2,1992,3998,Hawthorne,San Jose
275469,Northeast,1930,3,1,2019,6433,Hawthorne,Seattle
448480,Northeast,2465,5,2,2000,4982,Hawthorne,Seattle
297565,Central,2557,3,4,2022,6733,Greenwood,San Jose
540383,Southwest,2456,2,2,1990,6760,Hawthorne,San Francisco
233445,Northeast,1788,2,4,1982,7898,Hawthorne,San Jose
535716,Southwest,2006,3,2,2017,5944,Greenwood,San Francisco
416881,Southwest,2198,2,2,2010,6060,Hawthorne,San Jose
392262,Central,2183,4,3,2003,6112,Hawthorne,San Francisco
356406,Northeast,2499,3,3,2021,5760,Brighton,San Jose
431930,Southwest,1394,3,2,1991,6680,Hawthorne,Seattle
396989,Southwest,2333,4,3,2022,5417,Brighton,Portland
488264,Central,2084,3,1,2006,6052,Hawthorne,Portland
409138,Central,1864,4,4,2000,5391,Greenwood,Portland
412024,Southwest,1903,3,2,2004,4188,Hawthorne,San Francisco
370911,Central,2114,4,3,2009,6244,Capitol Hill,Portland
395444,Southwest,759,5,2,2009,2750,Greenwood,San Jose
424624,Northeast,1919,2,3,1989,6049,Hawthorne,Portland
263186,Northwest,1849,4,3,1982,6587,Hawthorne,San Francisco
292145,Central,2413,5,2,1992,6087,Greenwood,San Francisco
459461,Northwest,1877,4,4,2006,4710,Capitol Hill,San Francisco
413669,Southwest,2113,3,2,1997,7046,Greenwood,San Jose
385281,Southwest,2816,3,2,2003,7314,Capitol Hill,San Francisco
401474,Southwest,2597,4,3,1993,6165,Greenwood,San Jose
427806,Northwest,2560,5,2,2018,7354,Greenwood,San Francisco
356819,Southwest,2000,2,2,1983,7619,Brighton,Seattle
337735,Central,2417,2,2,1995,4858,Brighton,San Francisco
415667,Northeast,2106,3,3,1989,4589,Greenwood,Portland
321730,Northeast,2121,3,2,2016,6243,Brighton,Portland
432660,Central,2363,3,2,2006,2359,Hawthorne,Seattle
263793,Northeast,1961,3,3,1980,5278,Hawthorne,San Francisco
482332,Northwest,2797,3,3,1984,4840,Hawthorne,Portland
437807,Southwest,2135,3,4,1992,5310,Brighton,Portland
420482,Southwest,2447,5,3,1982,4272,Brighton,San Jose
478615,Southwest,2782,3,3,1996,5347,Hawthorne,San Jose
533237,Northwest,2612,3,2,1998,6105,Greenwood,San Francisco
481149,Northwest,1636,3,2,2016,7225,Hawthorne,Seattle
252730,Northwest,2377,5,3,1984,5968,Brighton,San Francisco
297633,Central,2540,4,4,2021,3725,Capitol Hill,San Jose
350014,Northwest,2556,4,3,2003,5565,Hawthorne,San Jose
402087,Northeast,1754,3,1,2022,6919,Hawthorne,San Francisco
441412,Central,1937,4,2,2012,5292,Brighton,San Francisco
341940,Central,2597,3,3,2000,6185,Brighton,San Francisco
414941,Central,1895,3,3,1982,6712,Brighton,San Francisco
339569,Northwest,2080,4,3,1983,5672,Brighton,Seattle
351078,Central,2830,4,2,2011,5858,Hawthorne,Portland
287467,Northwest,2180,4,2,2003,6089,Brighton,San Francisco
326141,Northwest,1909,5,4,2014,5084,Capitol Hill,Portland
291865,Central,1848,5,3,1997,5295,Greenwood,San Jose
321930,Southwest,2333,3,2,1982,4622,Brighton,Portland
484291,Southwest,1666,3,2,2018,5014,Brighton,San Francisco
324048,Central,2101,2,4,2005,6311,Hawthorne,Portland
610590,Southwest,2333,5,3,2003,6039,Greenwood,San Francisco
439465,Northeast,2719,3,2,1980,4366,Greenwood,San Francisco
414786,Northeast,2467,5,1,2013,4548,Greenwood,San Jose
331331,Northwest,1914,3,1,1991,4917,Brighton,San Francisco
456024,Southwest,2671,3,2,1996,4090,Hawthorne,San Jose
353948,Northeast,2080,2,3,2000,5756,Hawthorne,Seattle
409760,Central,1705,3,2,2000,4874,Brighton,San Francisco
604806,Southwest,2131,5,3,1982,6016,Greenwood,San Jose
392315,Northeast,2775,2,3,2007,6515,Greenwood,San Jose
491941,Northeast,2266,3,1,2004,3826,Hawthorne,San Francisco
343745,Central,2205,2,2,1985,4875,Capitol Hill,Portland
397200,Northwest,2854,3,2,2021,3954,Brighton,San Jose
541664,Central,1627,3,2,2009,3662,Capitol Hill,Seattle
349842,Northwest,1685,3,1,2011,6044,Capitol Hill,Portland
544995,Northeast,1553,5,3,2001,5711,Greenwood,Portland
456620,Northwest,2349,3,3,2017,4934,Capitol Hill,San Francisco
355002,Northeast,2266,3,3,1993,4549,Brighton,San Jose
450592,Northeast,2817,4,3,2013,4418,Hawthorne,Seattle
477804,Southwest,2297,3,3,2022,5676,Brighton,San Jose
449744,Northwest,2038,3,3,2005,5268,Brighton,Seattle
274382,Northwest,2200,4,2,2019,4603,Brighton,San Jose
341829,Northwest,2247,3,4,1992,5917,Brighton,San Francisco
380198,Central,1531,4,2,2009,5782,Capitol Hill,Seattle
394045,Southwest,3284,3,2,1998,4529,Greenwood,San Francisco
449653,Southwest,2407,4,2,2021,5025,Hawthorne,San Jose
414216,Southwest,2284,5,4,2020,6360,Greenwood,Seattle
293172,Central,2446,3,4,2018,6248,Capitol Hill,Seattle
430415,Northwest,2483,3,3,1982,4843,Greenwood,San Jose
448846,Northwest,2143,3,3,2010,7161,Greenwood,San Francisco
444783,Northwest,1947,3,2,1991,5324,Capitol Hill,Seattle
486462,Southwest,2439,4,4,1994,6288,Greenwood,Seattle
466713,Southwest,2354,4,3,2017,4448,Hawthorne,Seattle
436734,Northeast,1876,3,4,2019,5347,Capitol Hill,San Jose
394386,Central,2767,4,2,1993,4584,Hawthorne,Portland
267123,Central,2317,2,2,2014,3846,Greenwood,San Jose
434369,Southwest,2491,4,3,1995,5457,Brighton,San Francisco
416615,Northeast,2756,4,2,2003,5172,Brighton,Portland
421726,Northwest,2208,4,4,1996,6572,Capitol Hill,Seattle
297860,Southwest,2326,3,2,1997,4922,Brighton,Seattle
313515,Central,2524,4,4,2021,5768,Brighton,Portland
484252,Central,1910,3,2,1996,5094,Brighton,Seattle
396835,Central,2221,4,3,1995,4526,Capitol Hill,Seattle
454520,Northwest,2250,3,2,2000,6306,Hawthorne,San Jose
402265,Central,1817,3,3,2003,4885,Brighton,San Jose
402380,Northwest,3127,4,2,2013,5065,Capitol Hill,San Francisco
475062,Northwest,1637,5,4,2015,4312,Hawthorne,Seattle
358716,Northwest,1680,2,3,2022,3811,Capitol Hill,San Francisco
407689,Southwest,2725,5,2,2006,5953,Brighton,San Francisco
363017,Northwest,2485,4,4,2018,5400,Brighton,Portland
